"","survey_unique","station","date","year","month","day","forest","total.g.per.m2","ripe.g.per.m2","dipt.g.per.m2","ripe.dipt.g.per.m2","fagaceae.g.per.m2","euphorb.g.per.m2","nondipt.g.per.m2","ripe.nondipt.g.per.m2"
"216","AG07_10","AG07",2014-08-21,2014,8,21,"Danum",0.725218949,0.362460191,0.288913217,0.282444268,0.080015924,0,0.436305732,0.080015923
"217","AG08_10","AG08",2014-08-21,2014,8,21,"Danum",41.96400544,41.74494891,40.04106622,40.03837911,0,0,1.92293922,1.7065698
"218","AG09_10","AG09",2014-09-09,2014,9,9,"Danum",55.04142615,55.04142615,53.96563163,53.96563163,0,0,1.07579452,1.07579452
"219","AG10_10","AG10",2014-09-17,2014,9,17,"Danum",0.603670382,0.101512739,0,0,0.101512739,0,0.603670382,0.101512739
"220","AG11_10","AG11",2014-09-17,2014,9,17,"Danum",32.41192277,24.5938827,31.04869958,24.57039544,0,0,1.36322319,0.0234872600000031
"221","AG13_10","AG13",2014-08-31,2014,8,31,"Danum",2.270557325,2.237957803,0,0,0,0,2.270557325,2.237957803
"222","AG14_10","AG14",2014-08-21,2014,8,21,"Danum",0.589212115,0.538030786,0.214291401,0.193550955,0,0.018777866,0.374920714,0.344479831
"223","AG15_10","AG15",2014-09-09,2014,9,9,"Danum",2.022728048,1.61343551,1.459245621,1.459245621,0,0.025378185,0.563482427,0.154189889
"224","AG16_10","AG16",2014-08-29,2014,8,29,"Danum",28.48387573,0.293987195,0.180491972,0.180491972,0,0,28.303383758,0.113495223
"225","AG17_10","AG17",2014-09-08,2014,9,8,"Danum",34.69521298,15.74442675,34.62851645,15.74442675,0,0,0.0666965300000015,0
"226","AG19_10","AG19",2014-09-09,2014,9,9,"Danum",22.75215632,22.73444135,22.65960058,22.65960058,0,0,0.0925557400000017,0.0748407700000016
"227","AG20_10","AG20",2014-09-08,2014,9,8,"Danum",0.662281051,0.015724522,0.015724522,0.015724522,0,0,0.646556529,0
"228","AG21_10","AG21",2014-08-16,2014,8,16,"Danum",0.051565817,0.049144108,0,0,0,0,0.051565817,0.049144108
"229","AG22_10","AG22",2014-09-18,2014,9,18,"Danum",0.02888535,0.02888535,0,0,0,0.02888535,0.02888535,0.02888535
"230","AG30_10","AG30",2014-09-03,2014,9,3,"Malua",4.274034634,0.022392516,0.269804936,0.022392516,0,0,4.004229698,0
"231","AG31_10","AG31",2014-09-14,2014,9,14,"Malua",5.081483877,5.081483877,5.081483877,5.081483877,0,0,0,0
"232","AG33_10","AG33",2014-09-13,2014,9,13,"Malua",0,0,0,0,0,0,0,0
"233","AG34_10","AG34",2014-09-14,2014,9,14,"Malua",0,0,0,0,0,0,0,0
"234","AG43_10","AG43",2014-08-30,2014,8,30,"Danum",2.218477807,1.966387838,0.320687201,0.318995322,0,0.010350318,1.897790606,1.647392516
"235","AG04_11","AG04",2014-09-11,2014,9,11,"Danum",0,0,0,0,0,0,0,0
"236","AG07_11","AG07",2014-09-06,2014,9,6,"Danum",49.07150677,0,31.97800557,0,0.029856688,0,17.0935012,0
"237","AG08_11","AG08",2014-09-06,2014,9,6,"Danum",46.39337845,0,45.67134421,0,0,0,0.722034239999999,0
"238","AG13_11","AG13",2014-09-18,2014,9,18,"Danum",1.63584793,0.232583599,0.10808121,0.10808121,0,0,1.52776672,0.124502389
"239","AG14_11","AG14",2014-09-07,2014,9,7,"Danum",20.87838376,0,18.41958599,0,0,0.200039809,2.45879777,0
"240","AG15_11","AG15",2014-09-27,2014,9,27,"Danum",0,0,0,0,0,0,0,0
"241","AG16_11","AG16",2014-09-11,2014,9,11,"Danum",11.27595541,11.27595541,0,0,0,0,11.27595541,11.27595541
"242","AG21_11","AG21",2014-08-31,2014,8,31,"Danum",0.827461518,0.158572187,0,0,0,0,0.827461518,0.158572187
"243","AG43_11","AG43",2014-09-18,2014,9,18,"Danum",0.545929538,0.215216959,0,0,0,0,0.545929538,0.215216959
"244","AG21_12","AG21",2014-09-18,2014,9,18,"Danum",0.022027601,0.022027601,0.008061306,0.008061306,0,0,0.013966295,0.013966295
"245","AG01_13","AG01",2015-06-18,2015,6,18,"Danum",0.002567675,0,0,0,0,0,0.002567675,0
"246","AG02_13","AG02",2015-06-12,2015,6,12,"Danum",0.013136943,0,0,0,0,0,0.013136943,0
"247","AG03_13","AG03",2015-06-12,2015,6,12,"Danum",0.127906051,0,0,0,0,0,0.127906051,0
"248","AG04_13","AG04",2015-06-04,2015,6,4,"Danum",0.117933917,0.032842357,0,0,0.032842357,0,0.117933917,0.032842357
"249","AG05_13","AG05",2015-06-13,2015,6,13,"Danum",0,0,0,0,0,0,0,0
"250","AG06_13","AG06",2015-06-19,2015,6,19,"Danum",0.018663747,0,0,0,0,0,0.018663747,0
"251","AG07_13","AG07",2015-06-19,2015,6,19,"Danum",0.01343551,0,0,0,0,0,0.01343551,0
"252","AG08_13","AG08",2015-06-19,2015,6,19,"Danum",0.339570064,0.339570064,0,0,0,0,0.339570064,0.339570064
"253","AG09_13","AG09",2015-06-18,2015,6,18,"Danum",0.119725318,0,0.110270701,0,0,0,0.009454617,0
"254","AG10_13","AG10",2015-06-18,2015,6,18,"Danum",0.017515924,0,0,0,0,0,0.017515924,0
"255","AG11_13","AG11",2015-06-11,2015,6,11,"Danum",0.003914544,0,0,0,0,0,0.003914544,0
"256","AG13_13","AG13",2015-06-02,2015,6,2,"Danum",0,0,0,0,0,0,0,0
"257","AG14_13","AG14",2015-06-13,2015,6,13,"Danum",0.00938827,0.001592357,0,0,0,0,0.00938827,0.001592357
"258","AG15_13","AG15",2015-06-13,2015,6,13,"Danum",0.04428742,0,0,0,0,0,0.04428742,0
"259","AG16_13","AG16",2015-06-04,2015,6,4,"Danum",0.261825637,0,0.261825637,0,0,0,0,0
"260","AG17_13","AG17",2015-06-11,2015,6,11,"Danum",0.081230096,0.02388535,0.078284236,0.02388535,0,0,0.00294586000000001,0
"261","AG19_13","AG19",2015-06-01,2015,6,1,"Danum",0,0,0,0,0,0,0,0
"262","AG20_13","AG20",2015-06-02,2015,6,2,"Danum",0.003980892,0.003980892,0,0,0,0,0.003980892,0.003980892
"263","AG21_13","AG21",2015-06-02,2015,6,2,"Danum",0.001791401,0,0.001791401,0,0,0,0,0
"264","AG22_13","AG22",2015-06-02,2015,6,2,"Danum",1.715664809,1.299993365,0,0,0,0,1.715664809,1.299993365
"265","AG23_13","AG23",2015-06-07,2015,6,7,"Malua",0.012838376,0,0,0,0,0,0.012838376,0
"266","AG24_13","AG24",2015-06-06,2015,6,6,"Malua",0.176413217,0,0.136226115,0,0,0,0.040187102,0
"267","AG25_13","AG25",2015-06-06,2015,6,6,"Malua",0,0,0,0,0,0,0,0
"268","AG26_13","AG26",2015-06-15,2015,6,15,"Malua",0.032444268,0,0,0,0,0,0.032444268,0
"269","AG27_13","AG27",2015-06-08,2015,6,8,"Malua",2.703025478,0,0,0,0,0,2.703025478,0
"270","AG28_13","AG28",2015-06-15,2015,6,15,"Malua",0.00816879,0,0,0,0,0,0.00816879,0
"271","AG29_13","AG29",2015-06-15,2015,6,15,"Malua",0,0,0,0,0,0,0,0
"272","AG30_13","AG30",2015-06-08,2015,6,8,"Malua",0.114184223,0,0,0,0,0,0.114184223,0
"273","AG31_13","AG31",2015-06-15,2015,6,15,"Malua",0.578821656,0,0,0,0,0,0.578821656,0
"274","AG32_13","AG32",2015-06-14,2015,6,14,"Malua",0,0,0,0,0,0,0,0
"275","AG33_13","AG33",2015-06-14,2015,6,14,"Malua",0.91468949,0,0,0,0,0,0.91468949,0
"276","AG34_13","AG34",2015-06-14,2015,6,14,"Malua",0,0,0,0,0,0,0,0
"277","AG35_13","AG35",2015-06-14,2015,6,14,"Malua",0.037121815,0,0.037121815,0,0,0,0,0
"278","AG36_13","AG36",2015-06-16,2015,6,16,"Malua",0.107484076,0,0.002388535,0,0,0,0.105095541,0
"279","AG37_13","AG37",2015-06-27,2015,6,27,"Malua",0.03861465,0,0.003184713,0,0,0,0.035429937,0
"280","AG38_13","AG38",2015-06-27,2015,6,27,"Malua",0.985688694,0,0.005692675,0,0,0,0.979996019,0
"281","AG39_13","AG39",2015-06-27,2015,6,27,"Malua",0.043192675,0,0,0,0,0,0.043192675,0
"282","AG40_13","AG40",2015-06-15,2015,6,15,"Malua",0,0,0,0,0,0,0,0
"283","AG41_13","AG41",2015-06-07,2015,6,7,"Malua",0.058718153,0,0,0,0,0,0.058718153,0
"284","AG42_13","AG42",2015-06-06,2015,6,6,"Malua",0.413576831,0,0.212541799,0,0,0,0.201035032,0
"285","AG43_13","AG43",2015-06-19,2015,6,19,"Danum",0.220889928,0.095342556,0,0,0,0.005175358,0.220889928,0.095342556
"286","AG44_13","AG44",2015-06-20,2015,6,20,"Danum",0.156411226,0.009952229,0,0,0,0,0.156411226,0.009952229
"287","AG01_14","AG01",2015-07-05,2015,7,5,"Danum",0,0,0,0,0,0,0,0
"288","AG02_14","AG02",2015-06-26,2015,6,26,"Danum",0.020003981,0,0,0,0,0,0.020003981,0
"289","AG03_14","AG03",2015-06-26,2015,6,26,"Danum",0,0,0,0,0,0,0,0
"290","AG04_14","AG04",2015-06-22,2015,6,22,"Danum",0,0,0,0,0,0,0,0
"291","AG05_14","AG05",2015-06-26,2015,6,26,"Danum",0.116242038,0,0,0,0,0,0.116242038,0
"292","AG06_14","AG06",2015-07-09,2015,7,9,"Danum",0.072651274,0.013236465,0.013236465,0.013236465,0,0,0.059414809,0
"293","AG07_14","AG07",2015-07-06,2015,7,6,"Danum",0.340047771,0.005175159,0,0,0,0,0.340047771,0.005175159
"294","AG08_14","AG08",2015-07-06,2015,7,6,"Danum",0.015525478,0,0.015525478,0,0,0,0,0
"295","AG09_14","AG09",2015-07-05,2015,7,5,"Danum",0.023984873,0.003632564,0.023188694,0.003632564,0,0,0.000796179000000001,0
"296","AG10_14","AG10",2015-07-05,2015,7,5,"Danum",0.07540207,0,0.036090764,0,0,0,0.039311306,0
"297","AG11_14","AG11",2015-06-24,2015,6,24,"Danum",0.02995621,0,0.016520701,0,0,0,0.013435509,0
"298","AG13_14","AG13",2015-06-22,2015,6,22,"Danum",7.52388535,0,7.52388535,0,0,0,0,0
"299","AG14_14","AG14",2015-07-02,2015,7,2,"Danum",0.001094745,0,0,0,0,0,0.001094745,0
"300","AG15_14","AG15",2015-07-02,2015,7,2,"Danum",1.266799363,0.214251592,0,0,0,0,1.266799363,0.214251592
"301","AG16_14","AG16",2015-06-22,2015,6,22,"Danum",0.009613854,0.000298567,0.00035828,0,0,0,0.009255574,0.000298567
"302","AG17_14","AG17",2015-06-26,2015,6,26,"Danum",0.071417197,0.023407643,0.029100318,0,0,0.023407643,0.042316879,0.023407643
"303","AG19_14","AG19",2015-06-21,2015,6,21,"Danum",0.100241254,0,0.093252389,0,0,0,0.006988865,0
"304","AG20_14","AG20",2015-06-22,2015,6,22,"Danum",0.002348726,0.002348726,0,0,0,0,0.002348726,0.002348726
"305","AG21_14","AG21",2015-06-22,2015,6,22,"Danum",0.084413482,0,0.034353769,0,0,0,0.050059713,0
"306","AG22_14","AG22",2015-06-22,2015,6,22,"Danum",0.458957006,0,0,0,0,0,0.458957006,0
"307","AG23_14","AG23",2015-06-28,2015,6,28,"Malua",0.026134554,0,0.005971338,0,0,0,0.020163216,0
"308","AG24_14","AG24",2015-06-28,2015,6,28,"Malua",0.119142402,0,0.055234873,0,0,0,0.063907529,0
"309","AG25_14","AG25",2015-06-29,2015,6,29,"Malua",0.07223328,0.015207006,0,0,0,0,0.07223328,0.015207006
"310","AG26_14","AG26",2015-06-28,2015,6,28,"Malua",0.043628915,0,0,0,0,0,0.043628915,0
"311","AG27_14","AG27",2015-06-29,2015,6,29,"Malua",10.19179368,0,0,0,0,0,10.19179368,0
"312","AG28_14","AG28",2015-06-29,2015,6,29,"Malua",0.004116242,0,0,0,0,0,0.004116242,0
"313","AG29_14","AG29",2015-06-29,2015,6,29,"Malua",0.014430732,0,0,0,0,0,0.014430732,0
"314","AG30_14","AG30",2015-06-29,2015,6,29,"Malua",0.035947452,0.007961783,0,0,0,0,0.035947452,0.007961783
"315","AG31_14","AG31",2015-06-29,2015,6,29,"Malua",1.208399682,0,0,0,0,0,1.208399682,0
"316","AG32_14","AG32",2015-06-28,2015,6,28,"Malua",0.000656847,0,0,0,0,0,0.000656847,0
"317","AG33_14","AG33",2015-06-28,2015,6,28,"Malua",0.271297771,0,0,0,0,0,0.271297771,0
"318","AG34_14","AG34",2015-06-28,2015,6,28,"Malua",0.013286226,0,0,0,0,0,0.013286226,0
"319","AG35_14","AG35",2015-06-29,2015,6,29,"Malua",0.107583599,0,0.107583599,0,0,0,0,0
"320","AG36_14","AG36",2015-06-30,2015,6,30,"Malua",0.268589437,0.159700106,0,0,0,0.159700106,0.268589437,0.159700106
"321","AG37_14","AG37",2015-07-14,2015,7,14,"Malua",1.548243432,1.503383758,0.036823248,0,0,0,1.511420184,1.503383758
"322","AG38_14","AG38",2015-07-14,2015,7,14,"Malua",10.90455812,10.89769108,0.006867038,0,10.89769108,0,10.897691082,10.89769108
"323","AG39_14","AG39",2015-07-14,2015,7,14,"Malua",0.069101645,0,0,0,0,0,0.069101645,0
"324","AG40_14","AG40",2015-06-29,2015,6,29,"Malua",0.027070064,0,0,0,0,0,0.027070064,0
"325","AG41_14","AG41",2015-06-27,2015,6,27,"Malua",0.02718949,0,0,0,0,0,0.02718949,0
"326","AG42_14","AG42",2015-06-27,2015,6,27,"Malua",1.712639331,0.013734076,1.660031847,0,0,0,0.0526074840000001,0.013734076
"327","AG43_14","AG43",2015-07-06,2015,7,6,"Danum",0.428373806,0.099124204,0.000497611,0,0,0,0.427876195,0.099124204
"328","AG44_14","AG44",2015-07-08,2015,7,8,"Danum",0.096569798,0.091991773,0,0,0,0,0.096569798,0.091991773
"329","AG01_15","AG01",2015-07-19,2015,7,19,"Danum",3.600152601,0.041235403,0.04063827,0.04063827,0,0,3.559514331,0.000597133
"330","AG02_15","AG02",2015-07-13,2015,7,13,"Danum",0.103735403,0.02647293,0,0,0,0,0.103735403,0.02647293
"331","AG03_15","AG03",2015-07-13,2015,7,13,"Danum",0.108834736,0.029856688,0.010350318,0,0,0.008957006,0.098484418,0.029856688
"332","AG04_15","AG04",2015-07-10,2015,7,10,"Danum",0,0,0,0,0,0,0,0
"333","AG05_15","AG05",2015-07-10,2015,7,10,"Danum",0.245521497,0.136146497,0.001990446,0,0,0,0.243531051,0.136146497
"334","AG06_15","AG06",2015-07-24,2015,7,24,"Danum",0.015658174,0.014065817,0,0,0,0,0.015658174,0.014065817
"335","AG07_15","AG07",2015-07-21,2015,7,21,"Danum",0.087778662,0,0,0,0,0,0.087778662,0
"336","AG08_15","AG08",2015-07-21,2015,7,21,"Danum",0.014828822,0.014828822,0.013933121,0.013933121,0,0,0.000895701,0.000895701
"337","AG09_15","AG09",2015-07-19,2015,7,19,"Danum",0,0,0,0,0,0,0,0
"338","AG10_15","AG10",2015-07-19,2015,7,19,"Danum",0.008459395,0,0.008459395,0,0,0,0,0
"339","AG11_15","AG11",2015-07-12,2015,7,12,"Danum",1.219947111,0,1.213318926,0,0,0,0.00662818500000006,0
"340","AG13_15","AG13",2015-07-12,2015,7,12,"Danum",0.036823248,0,0,0,0,0,0.036823248,0
"341","AG14_15","AG14",2015-07-18,2015,7,18,"Danum",0.005035828,0,0.001751592,0,0,0,0.003284236,0
"342","AG15_15","AG15",2015-07-18,2015,7,18,"Danum",0.016122611,0.004179936,0,0,0,0,0.016122611,0.004179936
"343","AG16_15","AG16",2015-07-10,2015,7,10,"Danum",0.893111067,0,0.875,0,0,0,0.018111067,0
"344","AG17_15","AG17",2015-07-10,2015,7,10,"Danum",0.033093153,0,0.022046178,0,0,0,0.011046975,0
"345","AG19_15","AG19",2015-07-08,2015,7,8,"Danum",0.066841162,0,0.065248806,0,0,0,0.00159235599999999,0
"346","AG20_15","AG20",2015-07-12,2015,7,12,"Danum",0.005374204,0.002687102,0.002687102,0.002687102,0,0,0.002687102,0
"347","AG21_15","AG21",2015-07-12,2015,7,12,"Danum",0.043341959,0.041799363,0.001542596,0,0.041799363,0,0.041799363,0.041799363
"348","AG22_15","AG22",2015-07-12,2015,7,12,"Danum",0,0,0,0,0,0,0,0
"349","AG23_15","AG23",2015-07-17,2015,7,17,"Malua",0.014706333,0,0,0,0,0,0.014706333,0
"350","AG24_15","AG24",2015-07-16,2015,7,16,"Malua",2.055894709,0.14874755,1.899583465,0,0,0.14874755,0.156311244,0.14874755
"351","AG25_15","AG25",2015-07-15,2015,7,15,"Malua",0.017914013,0.017914013,0,0,0,0,0.017914013,0.017914013
"352","AG26_15","AG26",2015-07-16,2015,7,16,"Malua",0.02878143,0,0,0,0,0,0.02878143,0
"353","AG27_15","AG27",2015-07-16,2015,7,16,"Malua",1.538747807,1.523421374,0,0,0,0,1.538747807,1.523421374
"354","AG28_15","AG28",2015-07-15,2015,7,15,"Malua",0.06508758,0.010549363,0,0,0,0,0.06508758,0.010549363
"355","AG29_15","AG29",2015-07-15,2015,7,15,"Malua",0.01821258,0,0,0,0,0,0.01821258,0
"356","AG30_15","AG30",2015-07-16,2015,7,16,"Malua",0.047273089,0,0,0,0,0,0.047273089,0
"357","AG31_15","AG31",2015-07-16,2015,7,16,"Malua",0.596636146,0.556329618,0,0,0,0,0.596636146,0.556329618
"358","AG32_15","AG32",2015-07-14,2015,7,14,"Malua",0,0,0,0,0,0,0,0
"359","AG33_15","AG33",2015-07-14,2015,7,14,"Malua",0.451394418,0.44801066,0,0,0,0.35482462,0.451394418,0.44801066
"360","AG34_15","AG34",2015-07-14,2015,7,14,"Malua",0.249236996,0,0,0,0,0,0.249236996,0
"361","AG35_15","AG35",2015-07-17,2015,7,17,"Malua",0.567575637,0.008459395,0,0,0,0.008459395,0.567575637,0.008459395
"362","AG36_15","AG36",2015-07-15,2015,7,15,"Malua",0.978975916,0.048442476,0,0,0,0,0.978975916,0.048442476
"363","AG37_15","AG37",2015-07-31,2015,7,31,"Malua",0.08369364,0.06748007,0,0,0,0.06748007,0.08369364,0.06748007
"364","AG38_15","AG38",2015-08-01,2015,8,1,"Malua",14.55212507,14.55212507,0,0,14.53025478,0.021870295,14.55212507,14.55212507
"365","AG39_15","AG39",2015-08-01,2015,8,1,"Malua",0.236612356,0.229446751,0.007165605,0,0,0.019904459,0.229446751,0.229446751
"366","AG40_15","AG40",2015-07-17,2015,7,17,"Malua",0.02906051,0.02906051,0,0,0,0.02906051,0.02906051,0.02906051
"367","AG41_15","AG41",2015-07-17,2015,7,17,"Malua",0,0,0,0,0,0,0,0
"368","AG42_15","AG42",2015-07-16,2015,7,16,"Malua",0.004976115,0,0.004976115,0,0,0,0,0
"369","AG43_15","AG43",2015-07-23,2015,7,23,"Danum",0.309000464,0.173177415,0.019506369,0.019506369,0,0,0.289494095,0.153671046
"370","AG44_15","AG44",2015-07-23,2015,7,23,"Danum",0.221437102,0.126890924,0.047273089,0.047273089,0,0.079617834,0.174164013,0.079617835
"371","AG01_16","AG01",2015-08-07,2015,8,7,"Danum",0.122728238,0,0.013320064,0,0,0,0.109408174,0
"372","AG02_16","AG02",2015-07-25,2015,7,25,"Danum",0.014828822,0.006966561,0,0,0,0.006966561,0.014828822,0.006966561
"373","AG03_16","AG03",2015-07-25,2015,7,25,"Danum",0.164211783,0.164211783,0.164211783,0.164211783,0,0,0,0
"374","AG04_16","AG04",2015-07-25,2015,7,25,"Danum",0.051453025,0.011743631,0.001393312,0.001393312,0,0,0.050059713,0.010350319
"375","AG05_16","AG05",2015-07-24,2015,7,24,"Danum",0.12281051,0.086584395,0,0,0,0,0.12281051,0.086584395
"376","AG06_16","AG06",2015-08-10,2015,8,10,"Danum",0.067276984,0.003085191,0,0,0,0,0.067276984,0.003085191
"377","AG07_16","AG07",2015-08-06,2015,8,6,"Danum",0.338073248,0.328519108,0,0,0.219944268,0,0.338073248,0.328519108
"378","AG08_16","AG08",2015-08-05,2015,8,5,"Danum",0,0,0,0,0,0,0,0
"379","AG09_16","AG09",2015-08-07,2015,8,7,"Danum",1.181599434,0.875855892,0.233490357,0.010947452,0,0,0.948109077,0.86490844
"380","AG10_16","AG10",2015-08-05,2015,8,5,"Danum",0.016520701,0,0.016520701,0,0,0,0,0
"381","AG11_16","AG11",2015-07-29,2015,7,29,"Danum",0.115455338,0.115455338,0.031392175,0.031392175,0,0,0.084063163,0.084063163
"382","AG13_16","AG13",2015-07-28,2015,7,28,"Danum",0.143975584,0.057656582,0.086319002,0,0,0,0.057656582,0.057656582
"383","AG14_16","AG14",2015-08-04,2015,8,4,"Danum",2.072584926,0,0,0,0,0,2.072584926,0
"384","AG15_16","AG15",2015-08-04,2015,8,4,"Danum",0.061324689,0,0,0,0,0,0.061324689,0
"385","AG16_16","AG16",2015-07-25,2015,7,25,"Danum",0.093336982,0.002771696,0.091734674,0.001169387,0,0,0.001602308,0.001602309
"386","AG17_16","AG17",2015-07-24,2015,7,24,"Danum",0.125696656,0.086484873,0.106389331,0.083200637,0,0.003284236,0.019307325,0.00328423600000001
"387","AG19_16","AG19",2015-07-22,2015,7,22,"Danum",0.730355405,0.631074177,0.614122213,0.614122213,0,0,0.116233192,0.016951964
"388","AG20_16","AG20",2015-07-28,2015,7,28,"Danum",0.121401053,0.000453822,0.076062677,0,0,0.000453822,0.045338376,0.000453822
"389","AG21_16","AG21",2015-07-28,2015,7,28,"Danum",0.66111715,0.087082006,0.106654724,0.087082006,0,0,0.554462426,0
"390","AG22_16","AG22",2015-07-28,2015,7,28,"Danum",3.413425873,0.015828784,0,0,0,0.015828784,3.413425873,0.015828784
"391","AG23_16","AG23",2015-08-05,2015,8,5,"Malua",0.324648828,0.004684657,0,0,0,0.004684657,0.324648828,0.004684657
"392","AG24_16","AG24",2015-08-01,2015,8,1,"Malua",1.018499882,0.909480865,0.99490012,0.885881104,0,0.023599761,0.0235997619999999,0.0235997610000001
"393","AG25_16","AG25",2015-08-01,2015,8,1,"Malua",0.086733678,0.086733678,0,0,0,0.007464172,0.086733678,0.086733678
"394","AG26_16","AG26",2015-08-05,2015,8,5,"Malua",0.036058566,0.030073295,0,0,0,0.014547818,0.036058566,0.030073295
"395","AG27_16","AG27",2015-08-05,2015,8,5,"Malua",0.110220939,0,0,0,0,0,0.110220939,0
"396","AG28_16","AG28",2015-08-02,2015,8,2,"Malua",10.39012739,10.39012739,0,0,10.39012739,0,10.39012739,10.39012739
"397","AG29_16","AG29",2015-08-02,2015,8,2,"Malua",0.12067078,0.003732086,0.09678543,0.003732086,0,0,0.02388535,0
"398","AG30_16","AG30",2015-08-05,2015,8,5,"Malua",0.082876123,0.044818798,0,0,0,0.003815614,0.082876123,0.044818798
"399","AG31_16","AG31",2015-08-06,2015,8,6,"Malua",7.730194695,7.574541829,0.605559979,0.534799628,0,1.225182089,7.124634716,7.039742201
"400","AG32_16","AG32",2015-07-31,2015,7,31,"Malua",0.083025999,0.083025999,0,0,0,0.083025999,0.083025999,0.083025999
"401","AG33_16","AG33",2015-07-31,2015,7,31,"Malua",0.768664073,0.635304201,0,0,0,0.365973328,0.768664073,0.635304201
"402","AG34_16","AG34",2015-08-06,2015,8,6,"Malua",0.262241242,0.035728503,0,0,0,0,0.262241242,0.035728503
"403","AG35_16","AG35",2015-08-06,2015,8,6,"Malua",0.208189696,0.176593358,0.025517516,0,0,0.143444473,0.18267218,0.176593358
"404","AG36_16","AG36",2015-08-02,2015,8,2,"Malua",0.030368517,0,0,0,0,0,0.030368517,0
"405","AG37_16","AG37",2015-08-15,2015,8,15,"Malua",0.284976767,0.008558917,0.249418177,0,0,0,0.03555859,0.008558917
"406","AG38_16","AG38",2015-08-15,2015,8,15,"Malua",39.98381361,39.74401464,0,0,39.60589172,0,39.98381361,39.74401464
"407","AG39_16","AG39",2015-08-15,2015,8,15,"Malua",1.108102914,0.23137576,0,0,0,0.135797038,1.108102914,0.23137576
"408","AG40_16","AG40",2015-08-06,2015,8,6,"Malua",0,0,0,0,0,0,0,0
"409","AG41_16","AG41",2015-08-06,2015,8,6,"Malua",0.400808121,0.172304936,0,0,0,0,0.400808121,0.172304936
"410","AG42_16","AG42",2015-08-01,2015,8,1,"Malua",0.065585191,0.016421178,0.024482484,0.012042197,0,0.004378981,0.041102707,0.004378981
"411","AG43_16","AG43",2015-08-06,2015,8,6,"Danum",1.39451798,1.39451798,0.007041202,0.007041202,0,1.210854565,1.387476778,1.387476778
"412","AG44_16","AG44",2015-08-08,2015,8,8,"Danum",0.003781847,0,0.00218949,0,0,0,0.001592357,0
"413","AG01_17","AG01",2015-08-22,2015,8,22,"Danum",0.248918524,0.050557325,0.039191879,0.029359076,0,0,0.209726645,0.021198249
"414","AG02_17","AG02",2015-08-11,2015,8,11,"Danum",0.601330773,0.577544945,0.010648885,0,0,0.004102309,0.590681888,0.577544945
"415","AG03_17","AG03",2015-08-09,2015,8,9,"Danum",0.900203468,0.778122788,0.769729742,0.647649062,0,0,0.130473726,0.130473726
"416","AG04_17","AG04",2015-08-09,2015,8,9,"Danum",0.244526274,0.182125796,0.047571656,0.047571656,0.13455414,0,0.196954618,0.13455414
"417","AG05_17","AG05",2015-08-07,2015,8,7,"Danum",0.676365541,0.008234475,0,0,0,0,0.676365541,0.008234475
"418","AG06_17","AG06",2015-08-26,2015,8,26,"Danum",0.130476115,0.116092755,0,0,0,0,0.130476115,0.116092755
"419","AG07_17","AG07",2015-08-20,2015,8,20,"Danum",0.543794785,0.130141985,0,0,0.023752654,0,0.543794785,0.130141985
"420","AG08_17","AG08",2015-08-16,2015,8,16,"Danum",0.012738854,0.006867038,0.006867038,0.006867038,0,0,0.005871816,0
"421","AG09_17","AG09",2015-08-22,2015,8,22,"Danum",0.548033078,0.096437102,0.409099957,0.002388535,0,0,0.138933121,0.094048567
"422","AG10_17","AG10",2015-08-22,2015,8,22,"Danum",0,0,0,0,0,0,0,0
"423","AG11_17","AG11",2015-08-11,2015,8,11,"Danum",0.833512695,0.778120577,0.558369825,0.528761943,0,0,0.27514287,0.249358634
"424","AG13_17","AG13",2015-08-12,2015,8,12,"Danum",0.139679538,0.043192675,0.020700637,0,0,0,0.118978901,0.043192675
"425","AG14_17","AG14",2015-08-15,2015,8,15,"Danum",0.488153891,0.241963575,0.002746815,0,0,0,0.485407076,0.241963575
"426","AG15_17","AG15",2015-08-15,2015,8,15,"Danum",0.025858784,0,0,0,0,0,0.025858784,0
"427","AG16_17","AG16",2015-08-11,2015,8,11,"Danum",0.203108176,0.100877455,0.155723954,0.069167994,0,0,0.047384222,0.031709461
"428","AG17_17","AG17",2015-08-07,2015,8,7,"Danum",0.055543392,0.045232882,0.053602707,0.043292197,0,0,0.001940685,0.001940685
"429","AG19_17","AG19",2015-08-08,2015,8,8,"Danum",0.359547174,0.245073646,0.179894838,0.077876194,0,0.167197452,0.179652336,0.167197452
"430","AG20_17","AG20",2015-08-12,2015,8,12,"Danum",0.509879246,0.418318737,0.477176221,0.393577495,0,0,0.032703025,0.024741242
"431","AG21_17","AG21",2015-08-12,2015,8,12,"Danum",0.209011578,0.057493033,0.022713309,0.004467556,0,0,0.186298269,0.053025477
"432","AG22_17","AG22",2015-08-12,2015,8,12,"Danum",1.17743332,0.133897293,0.009753185,0,0,0.006449045,1.167680135,0.133897293
"433","AG23_17","AG23",2015-08-18,2015,8,18,"Malua",2.536226115,0,0,0,0,0,2.536226115,0
"434","AG24_17","AG24",2015-08-15,2015,8,15,"Malua",11.97835278,0.791983918,6.501990446,0.236863057,0,0,5.476362334,0.555120861
"435","AG25_17","AG25",2015-08-15,2015,8,15,"Malua",0.558691329,0.544061552,0.06857086,0.06857086,0,0.099939339,0.490120469,0.475490692
